FIPS,name,state,population,lat,lon,area_sqmi
01001,Autauga County,Alabama,61920,32.532237,-86.64644,594.455
01003,Baldwin County,Alabama,267761,30.659218,-87.746067,1589.943
01005,Barbour County,Alabama,24607,31.870253,-85.405103,885.008
01007,Bibb County,Alabama,22262,33.015893,-87.127148,622.47
01009,Blount County,Alabama,60156,33.977358,-86.56644,644.905
01011,Bullock County,Alabama,9780,32.101759,-85.717261,622.815
01013,Butler County,Alabama,18100,31.751667,-86.681969,776.839
01015,Calhoun County,Alabama,115834,33.770516,-85.827909,605.894
01017,Chambers County,Alabama,34253,32.915504,-85.394032,596.559
01019,Cherokee County,Alabama,26413,34.069515,-85.654242,553.617
01021,Chilton County,Alabama,47708,32.854051,-86.726607,692.838
01023,Choctaw County,Alabama,11904,31.990954,-88.248889,913.479
01025,Clarke County,Alabama,22014,31.685521,-87.818624,1238.42
01027,Clay County,Alabama,14207,33.2704,-85.863525,603.962
01029,Cleburne County,Alabama,15970,33.671964,-85.516126,560.128
01031,Coffee County,Alabama,56953,31.402258,-85.989602,679.066
01033,Colbert County,Alabama,59474,34.703112,-87.801457,592.953
01035,Conecuh County,Alabama,10899,31.430926,-86.988722,850.279
01037,Coosa County,Alabama,10161,32.931445,-86.243482,650.909
01039,Covington County,Alabama,37947,31.243987,-86.448721,1030.573
01041,Crenshaw County,Alabama,13175,31.730311,-86.320038,608.865
01043,Cullman County,Alabama,94009,34.131923,-86.869267,734.749
01045,Dale County,Alabama,49912,31.430654,-85.609476,561.113
01047,Dallas County,Alabama,35140,32.333526,-87.11436,978.741
01049,DeKalb County,Alabama,74085,34.460915,-85.804021,777.077
01051,Elmore County,Alabama,91577,32.597229,-86.142735,618.52
01053,Escambia County,Alabama,36665,31.122287,-87.16841,945.408
01055,Etowah County,Alabama,103886,34.047641,-86.034263,535.143
01057,Fayette County,Alabama,15872,33.716157,-87.764292,627.684
01059,Franklin County,Alabama,32449,34.441989,-87.842814,633.959
01061,Geneva County,Alabama,27554,31.092382,-85.821022,574.485
01063,Greene County,Alabama,7067,32.844497,-87.9642,647.023
01065,Hale County,Alabama,15194,32.752796,-87.623061,643.991
01067,Henry County,Alabama,18394,31.516978,-85.239971,561.927
01069,Houston County,Alabama,110318,31.158183,-85.296411,579.828
01071,Jackson County,Alabama,54281,34.764114,-85.980056,1078.014
01073,Jefferson County,Alabama,665742,33.553444,-86.896536,1111.567
01075,Lamar County,Alabama,13587,33.787085,-88.087431,604.783
01077,Lauderdale County,Alabama,97135,34.904168,-87.651108,668.049
01079,Lawrence County,Alabama,33843,34.529776,-87.321865,690.685
01081,Lee County,Alabama,189881,32.604064,-85.353048,607.558
01083,Limestone County,Alabama,122928,34.810239,-86.981399,563.398
01085,Lowndes County,Alabama,9359,32.147888,-86.650586,716.085
01087,Macon County,Alabama,18132,32.387027,-85.692887,608.665
01089,Madison County,Alabama,433516,34.764238,-86.55108,801.619
01091,Marengo County,Alabama,18311,32.247591,-87.791091,976.898
01093,Marion County,Alabama,29097,34.138219,-87.881551,742.342
01095,Marshall County,Alabama,103537,34.309564,-86.321668,565.854
01097,Mobile County,Alabama,411658,30.684572,-88.196568,1229.382
01099,Monroe County,Alabama,18965,31.580353,-87.383342,1025.669
01101,Montgomery County,Alabama,225891,32.202881,-86.204461,785.355
01103,Morgan County,Alabama,126483,34.454484,-86.846402,579.677
01105,Perry County,Alabama,7425,32.639005,-87.293827,719.67
01107,Pickens County,Alabama,18221,33.2968,-88.096864,881.387
01109,Pike County,Alabama,33688,31.798653,-85.941608,672.067
01111,Randolph County,Alabama,23163,33.296461,-85.464064,580.55
01113,Russell County,Alabama,58898,32.289811,-85.18698,641.182
01115,St. Clair County,Alabama,98206,33.719491,-86.311327,631.61
01117,Shelby County,Alabama,238552,33.266893,-86.661007,785.455
01119,Sumter County,Alabama,11588,32.597481,-88.200057,903.826
01121,Talladega County,Alabama,81603,33.369314,-86.17593,736.818
01123,Tallapoosa County,Alabama,40953,32.863308,-85.799618,716.539
01125,Tuscaloosa County,Alabama,241368,33.29022,-87.522783,1320.863
01127,Walker County,Alabama,65140,33.791558,-87.301094,791.061
01129,Washington County,Alabama,14822,31.408503,-88.212404,1080.255
01131,Wilcox County,Alabama,9666,31.990082,-87.304935,887.858
01133,Winston County,Alabama,23829,34.154566,-87.365346,613.
02013,Aleutians East Borough,Alaska,3479,55.245044,-161.997477,6985.375
02016,Aleutians West Census Area,Alaska,5240,51.948964,+179.621188,4387.37
02020,Anchorage Municipality,Alaska,287155,61.17425,-149.284329,1706.802
02050,Bethel Census Area,Alaska,18391,60.929141,-160.152625,40654.878
02060,Bristol Bay Borough,Alaska,847,58.730546,-156.994473,481.382
02063,Chugach Census Area,Alaska,6553,60.488474,-146.20309,9574.349
02066,Copper River Census Area,Alaska,2666,62.034479,-143.922167,24647.357
02068,Denali Borough,Alaska,1616,63.682039,-150.027016,12639.746
02070,Dillingham Census Area,Alaska,4483,59.543326,-158.267123,18353.188
02090,Fairbanks North Star Borough,Alaska,93972,64.670454,-146.496061,7334.994
02100,Haines Borough,Alaska,2068,59.098404,-135.575791,2334.933
02105,Hoonah-Angoon Census Area,Alaska,2271,58.403336,-135.884909,6559.729
02110,Juneau City and Borough,Alaska,31609,58.37291,-134.178445,2702.924
02122,Kenai Peninsula Borough,Alaska,61951,60.366668,-152.322283,16017.65
02130,Ketchikan Gateway Borough,Alaska,13549,55.449938,-131.106685,4857.091
02150,Kodiak Island Borough,Alaska,12387,57.7044,-153.918372,6689.486
02158,Kusilvak Census Area,Alaska,7932,62.283555,-163.190154,17151.47
02164,Lake and Peninsula Borough,Alaska,1357,58.108507,-156.413413,23896.583
02170,Matanuska-Susitna Borough,Alaska,118666,62.265626,-149.503993,24707.115
02180,Nome Census Area,Alaska,9830,64.783686,-164.188912,22969.821
02185,North Slope Borough,Alaska,10582,69.449343,-153.47283,88792.783
02188,Northwest Arctic Borough,Alaska,7095,67.005066,-160.021086,35671.697
02195,Petersburg Borough,Alaska,3394,57.112458,-133.008598,2900.89
02198,Prince of Wales-Hyder Census Area,Alaska,5777,55.682773,-133.162389,5268.076
02220,Sitka City and Borough,Alaska,8319,57.193204,-135.367396,2870.201
02230,Skagway Municipality,Alaska,1104,59.560379,-135.338279,442.928
02240,Southeast Fairbanks Census Area,Alaska,7270,63.864997,-143.218628,24839.23
02275,Wrangell City and Borough,Alaska,2007,56.180779,-132.026788,2556.105
02282,Yakutat City and Borough,Alaska,672,60.017508,-140.416847,7628.411
02290,Yukon-Koyukuk Census Area,Alaska,5028,65.375656,-151.578176,145767.488
04001,Apache County,Arizona,64445,35.385084,-109.490172,11198.31
04003,Cochise County,Arizona,126332,31.840129,-109.775163,6209.872
04005,Coconino County,Arizona,144368,35.829692,-111.773728,18616.366
04007,Gila County,Arizona,53801,33.789618,-110.81187,4757.578
04009,Graham County,Arizona,40157,32.931828,-109.87831,4621.877
04011,Greenlee County,Arizona,9312,33.238872,-109.242323,1842.838
04012,La Paz County,Arizona,16711,33.72761,-114.038806,4496.579
04013,Maricopa County,Arizona,4689558,33.345176,-112.49893,9202.021
04015,Mohave County,Arizona,228102,35.717705,-113.749689,13332.121
04017,Navajo County,Arizona,109946,35.390785,-110.321025,9949.496
04019,Pima County,Arizona,1074685,32.128038,-111.783657,9188.692
04021,Pinal County,Arizona,539380,32.918521,-111.366339,5366.684
04023,Santa Cruz County,Arizona,50020,31.525733,-110.845228,1236.26
04025,Yavapai County,Arizona,252552,34.631071,-112.577225,8122.932
04027,Yuma County,Arizona,224449,32.773942,-113.910905,5513.82
05001,Arkansas County,Arkansas,15836,34.28957,-91.376547,992.14
05003,Ashley County,Arkansas,17831,33.190835,-91.772267,925.492
05005,Baxter County,Arkansas,42982,36.28027,-92.32995,553.929
05007,Benton County,Arkansas,332554,36.337819,-94.256298,847.74
05009,Boone County,Arkansas,38628,36.304299,-93.079236,589.723
05011,Bradley County,Arkansas,9828,33.466549,-92.169156,649.167
05013,Calhoun County,Arkansas,4632,33.56046,-92.513879,628.601
05015,Carroll County,Arkansas,29263,36.33737,-93.540972,629.928
05017,Chicot County,Arkansas,9107,33.267139,-91.297158,636.978
05019,Clark County,Arkansas,20938,34.053316,-93.176208,865.971
05021,Clay County,Arkansas,14052,36.367302,-90.418704,639.224
05023,Cleburne County,Arkansas,25672,35.593628,-92.008898,553.959
05025,Cleveland County,Arkansas,7224,33.893201,-92.188714,597.91
05027,Columbia County,Arkansas,21894,33.223038,-93.232843,766.065
05029,Conway County,Arkansas,21393,35.26569,-92.689249,551.953
05031,Craighead County,Arkansas,116957,35.827729,-90.631421,707.167
05033,Crawford County,Arkansas,62657,35.582959,-94.236193,595.269
05035,Crittenden County,Arkansas,46210,35.197559,-90.30512,611.812
05037,Cross County,Arkansas,16186,35.285692,-90.763984,616.318
05039,Dallas County,Arkansas,6011,33.967823,-92.653999,667.323
05041,Desha County,Arkansas,9984,33.828752,-91.244103,741.227
05043,Drew County,Arkansas,17054,33.587242,-91.722778,828.667
05045,Faulkner County,Arkansas,133979,35.146548,-92.336928,647.247
05047,Franklin County,Arkansas,17725,35.508558,-93.887665,608.967
05049,Fulton County,Arkansas,12492,36.381322,-91.819285,617.994
05051,Garland County,Arkansas,99695,34.578852,-93.146932,677.615
05053,Grant County,Arkansas,18756,34.285568,-92.422979,631.888
05055,Greene County,Arkansas,47411,36.120607,-90.566346,577.347
05057,Hempstead County,Arkansas,19080,33.735953,-93.664355,727.2
05059,Hot Spring County,Arkansas,33451,34.315177,-92.944147,614.944
05061,Howard County,Arkansas,12306,34.083064,-93.990931,587.332
05063,Independence County,Arkansas,38785,35.737499,-91.559942,763.712
05065,Izard County,Arkansas,14405,36.094879,-91.913625,580.201
05067,Jackson County,Arkansas,16741,35.596467,-91.223205,633.611
05069,Jefferson County,Arkansas,62987,34.277239,-91.929673,872.346
05071,Johnson County,Arkansas,26225,35.573359,-93.466322,660.99
05073,Lafayette County,Arkansas,5888,33.240629,-93.611514,529.472
05075,Lawrence County,Arkansas,16273,36.041098,-91.101153,587.528
05077,Lee County,Arkansas,8029,34.779505,-90.779717,599.807
05079,Lincoln County,Arkansas,12764,33.956385,-91.742355,559.466
05081,Little River County,Arkansas,11763,33.701941,-94.236287,531.255
05083,Logan County,Arkansas,21633,35.218654,-93.72091,709.115
05085,Lonoke County,Arkansas,76664,34.755114,-91.894132,771.723
05087,Madison County,Arkansas,18410,36.012545,-93.724053,834.238
05089,Marion County,Arkansas,17593,36.266664,-92.678577,596.598
05091,Miller County,Arkansas,42357,33.305505,-93.901502,624.04
05093,Mississippi County,Arkansas,37828,35.766944,-90.052207,902.093
05095,Monroe County,Arkansas,6244,34.679512,-91.20331,607.461
05097,Montgomery County,Arkansas,8579,34.545656,-93.664153,780.453
05099,Nevada County,Arkansas,7942,33.666699,-93.305072,617.79
05101,Newton County,Arkansas,7026,35.910742,-93.215898,821.076
05103,Ouachita County,Arkansas,21731,33.591168,-92.878413,732.721
05105,Perry County,Arkansas,10309,34.946363,-92.926877,551.336
05107,Phillips County,Arkansas,14255,34.423687,-90.855593,690.36
05109,Pike County,Arkansas,9964,34.158191,-93.658659,600.337
05111,Poinsett County,Arkansas,22483,35.56887,-90.681104,758.295
05113,Polk County,Arkansas,19486,34.49096,-94.230894,856.838
05115,Pope County,Arkansas,64976,35.456557,-93.026818,810.952
05117,Prairie County,Arkansas,7923,34.831116,-91.55362,647.516
05119,Pulaski County,Arkansas,404611,34.770311,-92.312996,758.37
05121,Randolph County,Arkansas,18876,36.341298,-91.028441,651.913
05123,St. Francis County,Arkansas,21800,35.022838,-90.751506,634.784
05125,Saline County,Arkansas,133288,34.648525,-92.674463,723.516
05127,Scott County,Arkansas,9965,34.858869,-94.063641,892.85
05129,Searcy County,Arkansas,7848,35.896387,-92.695888,665.879
05131,Sebastian County,Arkansas,130641,35.196981,-94.274989,531.184
05133,Sevier County,Arkansas,15758,33.994877,-94.243279,563.569
05135,Sharp County,Arkansas,18122,36.173399,-91.471069,604.637
05137,Stone County,Arkansas,12703,35.857001,-92.140482,606.44
05139,Union County,Arkansas,36926,33.168219,-92.598145,1039.067
05141,Van Buren County,Arkansas,16238,35.582953,-92.515976,709.571
05143,Washington County,Arkansas,271213,35.978001,-94.217269,941.465
05145,White County,Arkansas,80085,35.255118,-91.753034,1033.966
05147,Woodruff County,Arkansas,5710,35.192777,-91.244535,585.973
05149,Yell County,Arkansas,19956,34.997713,-93.408303,930.386
06001,Alameda County,California,1636630,37.647139,-121.912488,737.459
06003,Alpine County,California,1043,38.621783,-119.798352,738.34
06005,Amador County,California,41876,38.443549,-120.653858,594.585
06007,Butte County,California,209211,39.665336,-121.603209,1636.511
06009,Calaveras County,California,46605,38.191068,-120.554107,1020.016
06011,Colusa County,California,21836,39.177739,-122.237563,1150.639
06013,Contra Costa County,California,1170070,37.919479,-121.951543,716.901
06015,Del Norte County,California,26410,41.749903,-123.980998,1006.202
06017,El Dorado County,California,192323,38.785612,-120.534225,1707.842
06019,Fresno County,California,1035456,36.761006,-119.655019,5958.582
06021,Glenn County,California,28141,39.602546,-122.4017,1313.94
06023,Humboldt County,California,131647,40.706655,-123.926176,3568.025
06025,Imperial County,California,181411,33.040814,-115.3554,4175.453
06027,Inyo County,California,18158,36.56216,-117.404209,10197.261
06029,Kern County,California,927068,35.346629,-118.729506,8134.673
06031,Kings County,California,154327,36.072478,-119.81553,1390.972
06033,Lake County,California,67772,39.108009,-122.745217,1255.102
06035,Lassen County,California,28117,40.715287,-120.621223,4541.369
06037,Los Angeles County,California,9694934,34.196398,-118.261862,4060.29
06039,Madera County,California,167927,37.209821,-119.749802,2136.709
06041,Marin County,California,253694,38.051367,-122.746396,520.141
06043,Mariposa County,California,16918,37.574343,-119.911721,1448.84
06045,Mendocino County,California,88122,39.432388,-123.442881,3506.807
06047,Merced County,California,297260,37.194806,-120.722802,1938.02
06049,Modoc County,California,8426,41.592918,-120.71837,3948.233
06051,Mono County,California,12505,37.915836,-118.875167,3048.904
06053,Monterey County,California,433729,36.240104,-121.315578,3281.718
06055,Napa County,California,132949,38.5071,-122.325904,751.976
06057,Nevada County,California,101911,39.297508,-120.771343,957.76
06059,Orange County,California,3149507,33.675687,-117.777207,793.249
06061,Placer County,California,442081,39.062032,-120.722718,1407.401
06063,Plumas County,California,18583,39.992295,-120.824371,2553.062
06065,Riverside County,California,2544916,33.729828,-116.002239,7209.021
06067,Sacramento County,California,1618460,38.450136,-121.344329,965.38
06069,San Benito County,California,70082,36.611651,-121.085811,1388.652
06071,San Bernardino County,California,2224091,34.856661,-116.181571,20068.42
06073,San Diego County,California,3282248,33.023604,-116.776117,4210.884
06075,San Francisco County,California,826079,37.727239,-123.032229,46.685
06077,San Joaquin County,California,823815,37.934982,-121.272244,1392.301
06079,San Luis Obispo County,California,282367,35.388189,-120.448897,3300.842
06081,San Mateo County,California,743568,37.414672,-122.371546,448.603
06083,Santa Barbara County,California,442065,34.536677,-120.038364,2733.941
06085,Santa Clara County,California,1914391,37.221614,-121.68954,1291.084
06087,Santa Cruz County,California,258852,37.012347,-122.007789,445.106
06089,Shasta County,California,181648,40.760514,-122.043556,3775.651
06091,Sierra County,California,3098,39.576925,-120.521993,953.168
06093,Siskiyou County,California,42013,41.587986,-122.533287,6278.767
06095,Solano County,California,455376,38.267226,-121.939594,821.738
06097,Sonoma County,California,486444,38.525182,-122.92611,1575.337
06099,Stanislaus County,California,557719,37.562316,-121.002831,1496.15
06101,Sutter County,California,98787,39.03619,-121.70394,602.696
06103,Tehama County,California,64665,40.126157,-122.232274,2949.137
06105,Trinity County,California,15720,40.647858,-123.114666,3179.268
06107,Tulare County,California,485146,36.228834,-118.781055,4823.9
06109,Tuolumne County,California,53160,38.021434,-119.964733,2220.912
06111,Ventura County,California,830851,34.358748,-119.133145,1840.78
06113,Yolo County,California,224410,38.679609,-121.90275,1012.988
06115,Yuba County,California,88691,39.27013,-121.344259,632.006
08001,Adams County,Colorado,554668,39.874325,-104.331872,1166.8
08003,Alamosa County,Colorado,16688,37.568442,-105.788041,722.645
08005,Arapahoe County,Colorado,673820,39.644554,-104.331706,797.887
08007,Archuleta County,Colorado,14306,37.202395,-107.050863,1350.089
08009,Baca County,Colorado,3347,37.30978,-102.543741,2554.993
08011,Bent County,Colorado,5716,37.931891,-103.077584,1512.847
08013,Boulder County,Colorado,328560,40.094971,-105.39771,726.416
08014,Broomfield County,Colorado,79174,39.953877,-105.050898,32.967
08015,Chaffee County,Colorado,20831,38.734599,-106.300025,1013.408
08017,Cheyenne County,Colorado,1713,38.835646,-102.601791,1778.276
08019,Clear Creek County,Colorado,8994,39.689403,-105.670783,395.073
08021,Conejos County,Colorado,7529,37.213406,-106.176447,1287.426
08023,Costilla County,Colorado,3679,37.277547,-105.42894,1227.593
08025,Crowley County,Colorado,5677,38.30618,-103.772736,787.428
08027,Custer County,Colorado,5590,38.101996,-105.373512,738.626
08029,Delta County,Colorado,32178,38.861423,-107.865043,1142.126
08031,Denver County,Colorado,740613,39.76185,-104.881105,153.074
08033,Dolores County,Colorado,2466,37.733823,-108.506219,1067.17
08035,Douglas County,Colorado,399396,39.325414,-104.925987,840.888
08037,Eagle County,Colorado,54291,39.626992,-106.695169,1684.47
08039,Elbert County,Colorado,30534,39.315157,-104.114076,1850.086
08041,El Paso County,Colorado,757040,38.8311,-104.527681,2126.424
08043,Fremont County,Colorado,50039,38.45517,-105.424958,1533.835
08045,Garfield County,Colorado,63474,39.599352,-107.90978,2947.425
08047,Gilpin County,Colorado,6073,39.861156,-105.528878,150.023
08049,Grand County,Colorado,16496,40.113065,-106.110837,1846.582
08051,Gunnison County,Colorado,17439,38.670499,-107.05688,3239.14
08053,Hinsdale County,Colorado,753,37.811519,-107.383974,1117.231
08055,Huerfano County,Colorado,7011,37.687815,-104.959928,1591.033
08057,Jackson County,Colorado,1211,40.663432,-106.329248,1613.726
08059,Jefferson County,Colorado,580451,39.579511,-105.245462,764.424
08061,Kiowa County,Colorado,1412,38.387663,-102.756849,1767.809
08063,Kit Carson County,Colorado,7069,39.30534,-102.603023,2160.822
08065,Lake County,Colorado,7552,39.205363,-106.350123,376.919
08067,La Plata County,Colorado,56898,37.287367,-107.839718,1689.682
08069,Larimer County,Colorado,377292,40.658093,-105.486764,2595.745
08071,Las Animas County,Colorado,14391,37.318831,-104.04411,4772.938
08073,Lincoln County,Colorado,5645,38.99374,-103.507555,2577.73
08075,Logan County,Colorado,20654,40.728091,-103.090464,1838.599
08077,Mesa County,Colorado,162845,39.019524,-108.460571,3328.721
08079,Mineral County,Colorado,910,37.549069,-107.003235,875.76
08081,Moffat County,Colorado,13122,40.610864,-108.217154,4743.244
08083,Montezuma County,Colorado,26678,37.338025,-108.595786,2029.349
08085,Montrose County,Colorado,44591,38.407507,-108.266282,2240.946
08087,Morgan County,Colorado,30306,40.262085,-103.807235,1280.493
08089,Otero County,Colorado,17683,37.88417,-103.72126,1261.946
08091,Ouray County,Colorado,5265,38.154731,-107.78848,540.671
08093,Park County,Colorado,18314,39.118914,-105.717648,2193.51
08095,Phillips County,Colorado,4420,40.594712,-102.345105,687.928
08097,Pitkin County,Colorado,16625,39.217541,-106.916162,970.701
08099,Prowers County,Colorado,11884,37.958443,-102.391754,1638.407
08101,Pueblo County,Colorado,169277,38.162765,-104.484668,2386.552
08103,Rio Blanco County,Colorado,6683,39.972622,-108.200716,3220.971
08105,Rio Grande County,Colorado,11087,37.485853,-106.453128,911.956
08107,Routt County,Colorado,25329,40.483664,-106.987702,2362.02
08109,Saguache County,Colorado,6732,38.031651,-106.234666,3168.566
08111,San Juan County,Colorado,813,37.781049,-107.670257,387.516
08113,San Miguel County,Colorado,7753,38.009319,-108.427263,1286.725
08115,Sedgwick County,Colorado,2247,40.871568,-102.355358,548.041
08117,Summit County,Colorado,31517,39.621023,-106.137555,608.328
08119,Teller County,Colorado,24756,38.869976,-105.187365,557.141
08121,Washington County,Colorado,4732,39.96579,-103.209744,2518.084
08123,Weld County,Colorado,378426,40.555961,-104.383666,3984.963
08125,Yuma County,Colorado,9896,40.00077,-102.421649,2364.399
09110,Capitol Planning Region,Connecticut,994115,41.81697,-72.575886,1027.354
09120,Greater Bridgeport Planning Region,Connecticut,337697,41.184558,-73.209401,140.192
09130,Lower Connecticut River Valley Planning Region,Connecticut,177311,41.420307,-72.493525,424.121
09140,Naugatuck Valley Planning Region,Connecticut,463349,41.518931,-73.087906,412.784
09150,Northeastern Connecticut Planning Region,Connecticut,98096,41.842375,-71.972655,553.9
09160,Northwest Hills Planning Region,Connecticut,114690,41.854809,-73.221494,786.642
09170,South Central Connecticut Planning Region,Connecticut,578741,41.290167,-72.837024,367.252
09180,Southeastern Connecticut Planning Region,Connecticut,284015,41.484769,-72.101666,598.139
09190,Western Connecticut Planning Region,Connecticut,640482,41.279055,-73.44655,532.148
10001,Kent County,Delaware,194786,39.097088,-75.502982,586.061
10003,New Castle County,Delaware,588026,39.575915,-75.644132,426.338
10005,Sussex County,Delaware,277140,38.673227,-75.337024,936.146
11001,District of Columbia,District of Columbia,693645,38.904243,-77.016524,61.127
12001,Alachua County,Florida,290028,29.67574,-82.357221,875.668
12003,Baker County,Florida,29737,30.324442,-82.302284,585.23
12005,Bay County,Florida,204479,30.15914,-85.534395,758.62
12007,Bradford County,Florida,28307,29.952386,-82.166698,293.966
12009,Brevard County,Florida,663982,28.298311,-80.700333,1014.973
12011,Broward County,Florida,2013317,26.193535,-80.476683,1202.982
12013,Calhoun County,Florida,13289,30.388801,-85.197915,567.336
12015,Charlotte County,Florida,217212,26.906358,-82.00363,681.149
12017,Citrus County,Florida,171666,28.850293,-82.595551,582.031
12019,Clay County,Florida,239593,29.986584,-81.865036,604.598
12021,Collier County,Florida,417131,26.118786,-81.400955,1997.014
12023,Columbia County,Florida,74094,30.221651,-82.623371,797.377
12027,DeSoto County,Florida,37078,27.190581,-81.806253,636.695
12029,Dixie County,Florida,18038,29.552675,-83.236232,705.035
12031,Duval County,Florida,1062963,30.335245,-81.648113,762.687
12033,Escambia County,Florida,333834,30.529998,-87.320322,656.998
12035,Flagler County,Florida,140360,29.474891,-81.286253,486.191
12037,Franklin County,Florida,13029,29.677794,-84.815213,545.002
12039,Gadsden County,Florida,44298,30.578687,-84.612607,516.375
12041,Gilchrist County,Florida,20488,29.723456,-82.795801,349.695
12043,Glades County,Florida,13270,26.95481,-81.19082,806.822
12045,Gulf County,Florida,15943,29.859238,-85.272041,553.467
12047,Hamilton County,Florida,14180,30.498438,-82.951116,514.295
12049,Hardee County,Florida,25932,27.492846,-81.82158,637.569
12051,Hendry County,Florida,48276,26.539967,-81.152114,1155.954
12053,Hernando County,Florida,221701,28.555995,-82.525969,472.983
12055,Highlands County,Florida,111122,27.34108,-81.342353,1017.67
12057,Hillsborough County,Florida,1574115,27.893154,-82.379991,1022.539
12059,Holmes County,Florida,20119,30.862007,-85.815939,478.858
12061,Indian River County,Florida,172799,27.700528,-80.574789,502.555
12063,Jackson County,Florida,49629,30.789249,-85.208814,918.315
12065,Jefferson County,Florida,16007,30.396898,-83.921761,598.079
12067,Lafayette County,Florida,8792,29.990066,-83.17851,543.345
12069,Lake County,Florida,456068,28.764113,-81.712282,954.01
12071,Lee County,Florida,875607,26.563273,-81.984182,781.182
12073,Leon County,Florida,299048,30.45931,-84.2778,668.428
12075,Levy County,Florida,48520,29.271854,-82.831233,1118.259
12077,Liberty County,Florida,8035,30.259849,-84.86858,835.563
12079,Madison County,Florida,18759,30.447233,-83.470416,696.529
12081,Manatee County,Florida,468200,27.475556,-82.393144,742.768
12083,Marion County,Florida,442660,29.202805,-82.0431,1588.443
12085,Martin County,Florida,166272,27.083604,-80.398201,543.873
12086,Miami-Dade County,Florida,2802029,25.616009,-80.50375,1899.988
12087,Monroe County,Florida,80406,25.58612,-81.022603,983.043
12089,Nassau County,Florida,106879,30.605963,-81.765087,648.681
12091,Okaloosa County,Florida,221810,30.614325,-86.59108,929.833
12093,Okeechobee County,Florida,42608,27.385592,-80.887388,769.302
12095,Orange County,Florida,1528002,28.514391,-81.323284,903.053
12097,Osceola County,Florida,481718,28.059027,-81.139312,1327.455
12099,Palm Beach County,Florida,1575726,26.649126,-80.448354,1964.32
12101,Pasco County,Florida,674516,28.30474,-82.502367,746.608
12103,Pinellas County,Florida,948563,27.905342,-82.798066,273.793
12105,Polk County,Florida,874790,27.954854,-81.694301,1798.466
12107,Putnam County,Florida,77734,29.593897,-81.732039,728.396
12109,St. Johns County,Florida,346328,29.881397,-81.388282,600.663
12111,St. Lucie County,Florida,402449,27.379814,-80.443536,571.874
12113,Santa Rosa County,Florida,211115,30.675348,-87.018919,1012.402
12115,Sarasota County,Florida,479958,27.223489,-82.424764,556.05
12117,Seminole County,Florida,491884,28.690065,-81.131975,309.391
12119,Sumter County,Florida,157772,28.713277,-82.069555,557.136
12121,Suwannee County,Florida,48149,30.189244,-82.992754,688.586
12123,Taylor County,Florida,21210,29.967146,-83.639573,1043.337
12125,Union County,Florida,16250,30.05428,-82.366918,243.89
12127,Volusia County,Florida,606573,29.057769,-81.161792,1101.222
12129,Wakulla County,Florida,38089,30.091335,-84.359111,606.42
12131,Walton County,Florida,93288,30.571247,-86.162798,1038.376
12133,Washington County,Florida,26695,30.602102,-85.655805,584.677
13001,Appling County,Georgia,19100,31.739726,-82.290102,508.263
13003,Atkinson County,Georgia,8454,31.296806,-82.878151,342.721
13005,Bacon County,Georgia,11070,31.55021,-82.451433,284.085
13007,Baker County,Georgia,2725,31.31958,-84.454881,341.957
13009,Baldwin County,Georgia,44029,33.05949,-83.255457,258.699
13011,Banks County,Georgia,21273,34.351922,-83.498441,232.657
13013,Barrow County,Georgia,99773,33.992009,-83.712303,161.106
13015,Bartow County,Georgia,120800,34.240917,-84.838188,458.912
13017,Ben Hill County,Georgia,17099,31.730583,-83.162961,250.119
13019,Berrien County,Georgia,18932,31.288652,-83.22787,453.376
13021,Bibb County,Georgia,157556,32.80899,-83.69406,249.383
13023,Bleckley County,Georgia,12866,32.435403,-83.331717,215.878
13025,Brantley County,Georgia,18936,31.197334,-81.982978,443.241
13027,Brooks County,Georgia,16101,30.822934,-83.581905,493.184
13029,Bryan County,Georgia,52062,32.017969,-81.438543,437.564
13031,Bulloch County,Georgia,86949,32.394481,-81.741441,675.969
13033,Burke County,Georgia,24408,33.060181,-82.000164,827.042
13035,Butts County,Georgia,27218,33.290355,-83.958221,183.685
13037,Calhoun County,Georgia,5413,31.521279,-84.62629,280.384
13039,Camden County,Georgia,60143,30.913358,-81.642019,630.273
13043,Candler County,Georgia,11275,32.40395,-82.071266,243.063
13045,Carroll County,Georgia,131036,33.582237,-85.080527,499.116
13047,Catoosa County,Georgia,69628,34.900212,-85.139385,162.162
13049,Charlton County,Georgia,13121,30.779904,-82.139644,780.093
13051,Chatham County,Georgia,311855,31.980404,-81.085184,432.796
13053,Chattahoochee County,Georgia,8465,32.347445,-84.788021,248.737
13055,Chattooga County,Georgia,25300,34.474178,-85.345289,313.327
13057,Cherokee County,Georgia,299273,34.244317,-84.475057,420.956
13059,Clarke County,Georgia,129921,33.952185,-83.367152,119.3
13061,Clay County,Georgia,2815,31.619831,-84.992583,195.404
13063,Clayton County,Georgia,297471,33.552242,-84.412973,141.703
13065,Clinch County,Georgia,6847,30.917653,-82.702614,815.
13067,Cobb County,Georgia,793345,33.939926,-84.57411,339.701
13069,Coffee County,Georgia,44407,31.549245,-82.84494,592.263
13071,Colquitt County,Georgia,47438,31.189714,-83.769873,547.067
13073,Columbia County,Georgia,169189,33.552075,-82.249608,290.194
13075,Cook County,Georgia,18232,31.152516,-83.429445,228.469
13077,Coweta County,Georgia,160240,33.352897,-84.762138,441.016
